"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"11",10,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,15,3,"AI",1,"100% of the time",100,"As a common method of cooking pasta, boiling it in water is the typical and usual way to prepare pasta for consumption. It's unlikely that Nick would make an exception or use another method unless specified by a recipe or specific request from his roommates.",NA,"high"
"12",11,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,15,5,"AI",1,"100% of the time",100,"Since Nick is preparing a traditional pasta dish and mentioning adding vegetables to it, boiling the pasta in water is a necessary step that he likely does every time.",NA,"high"
"13",12,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,16,3,"AI",1,"100% of the time",100,"Preheating the oven is an essential step in preparing to bake, as it ensures that the temperature reaches the optimal level for cooking. It's likely that Grace would preheat the oven every time she bakes a cake.",NA,"high"
"14",13,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,16,5,"AI",1,"100% of the time",100,"Preheating the oven is an essential step in most baking recipes, especially for cakes. It's unlikely that someone would bake without first heating up their oven to the correct temperature.",NA,"high"
"15",14,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,17,3,"AI",1,"100% of the time",100,"As someone who frequently travels by air, it is likely that Greg always brings his cell phone along to stay connected and make calls during flights.",NA,"high"
"16",15,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,17,5,"AI",1,"100% of the time",100,"As someone who frequently travels by air and attends conferences, it is likely that Greg always keeps his cell phone handy to stay connected or take calls during flights.",NA,"high"
"17",16,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,18,3,"AI",1,"100% of the time",100,"Given that Sandy mentioned she ""used scissors"" to cut her own hair, it's highly likely that she always uses scissors for this task.",NA,"high"
"18",17,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,18,5,"AI",1,"100% of the time",100,"Given that Sandy is described as ""usually"" cutting her own hair and has no training, it's highly likely that she always or almost always uses scissors to do so.",NA,"high"
"19",18,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,19,3,"AI",1,"100% of the time",100,"Since Henry is visiting an art exhibition specifically for photography, it would be unusual if he didn't look at the photographs. It's likely that his primary purpose in attending the event was to view and appreciate the artwork on display.",NA,"high"
"20",19,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,19,5,"AI",1,"100% of the time",100,"Since Henry is visiting an art exhibition specifically for photography, it's likely that he would spend most of his time looking at and appreciating the photographs on display. The fact that he decided to buy a photograph suggests that he was thoroughly engaged with the exhibit and probably spent considerable time examining the artwork.",NA,"high"
"21",20,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,2,3,"AI",1,"100% of the time",100,"As a journalist who goes to restaurants after her interviews, it is likely that she actually eats at those establishments. The scenario implies that she had just finished eating and was leaving the Chinese place when David ran into her, which further supports this assumption.",NA,"high"
"22",21,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,2,5,"AI",1,"100% of the time",100,"As a journalist who goes to restaurants after interviews, it is likely that Mary typically eats at these establishments. The fact that she went to see their kitchen suggests she was there for food purposes rather than just observing or conducting research.",NA,"high"
"23",22,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,20,3,"AI",1,"100% of the time",100,"Since Helen mentioned locking her car immediately after parking, it's likely that she always takes this extra step to ensure its security.",NA,"high"
"24",23,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,20,5,"AI",1,"100% of the time",100,"It is a common practice for people to lock their cars when they park them, as it ensures the security and safety of the vehicle.",NA,"high"
"25",24,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,21,3,"AI",1,"100% of the time",100,"As someone who regularly orders pizza from a specific pizzeria, it's likely that Gary would always pick his own toppings since he has control over the order and can customize it to his liking.",NA,"high"
"26",25,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,21,5,"AI",1,"100% of the time",100,"Since Gary mentioned he used a gift certificate to pay for his order, it's likely that he would want to customize his pizza with his preferred toppings using the free purchase.",NA,"high"
"27",26,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,22,3,"AI",1,"100% of the time",100,"Given that Julia is trying to avoid annoying her roommates by washing the dishes after eating, it's likely she would take extra care and rinse the dishes thoroughly as part of her effort to do them properly.",NA,"high"
"28",27,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,22,5,"AI",1,"100% of the time",100,"Since Julia is motivated by avoiding to annoy her roommates and takes pride in polishing the dishes, it's likely that she would also take care to rinse them thoroughly before moving on to polish. This behavior suggests a high level of attention to detail and cleanliness.",NA,"high"
"29",28,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,23,3,"AI",1,"100% of the time",100,"Since Emma doesn't have spare cash to spend on buying books and she frequently borrows from the library, it's likely that she always checks out the books when obtaining new ones.",NA,"high"
"30",29,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,23,5,"AI",1,"100% of the time",100,"As a frequent borrower from the library and someone who doesn't have spare cash to spend on books, it's likely that Emma always takes advantage of the opportunity to browse through exhibits or displays at the library while she is there for book borrowing.",NA,"high"
"31",30,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,24,3,"AI",1,"100% of the time",100,"As a responsible person who has started doing his own laundry, it is likely that Logan always uses detergent to ensure proper cleaning and hygiene.",NA,"high"
"32",31,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,24,5,"AI",1,"100% of the time",100,"As a new independent person who has just started taking care of his own laundry, it's likely that Logan would use detergent every time he does laundry to ensure cleanliness and freshness.",NA,"high"
"33",32,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,3,3,"AI",1,"100% of the time",100,"Since it's common practice to dispose of trash and packaging after use, especially in a shared living space where cleanliness is important, I assume that Jim usually throws the can away as part of his routine when feeding the dog.",NA,"high"
"34",33,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,3,5,"AI",1,"100% of the time",100,"It is a common practice after using canned goods to dispose of the empty cans properly. In this scenario, it's likely that Jim would throw the can away as he finishes feeding the dog and has no further use for it.",NA,"high"
"35",34,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,4,3,"AI",1,"100% of the time",100,"As someone who takes the subway ""all the time"", it's likely that Jane always purchases a ticket to ride the train. This is a common practice for frequent commuters and would be assumed by others, like Don, as normal behavior.",NA,"high"
"36",35,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,4,5,"AI",1,"100% of the time",100,"As someone who takes the subway all the time to get around the city, it's highly likely that Jane always buys a ticket or uses her pass to ride the train. The fact that Don mentions Jane almost falling off the platform suggests that she was careful and followed proper safety protocols when boarding the train, which implies that she didn't try to sneak on without paying.",NA,"high"
"37",36,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,5,3,"AI",1,"100% of the time",100,"Closing the fuel cap is a necessary step in fueling up at most gas stations. It's unlikely that someone would forget to close it every time they fill up, so Rick likely closes the fuel cap as part of his routine when filling up.",NA,"high"
"38",37,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,5,5,"AI",1,"100% of the time",100,"It is a standard procedure for someone to close the fuel cap when they are finished fueling their vehicle. This ensures that any excess fuel does not spill out and creates an environmental hazard, as well as prevents potential safety issues on the road.",NA,"high"
"39",38,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,7,3,"AI",1,"100% of the time",100,"As a commuter who takes the same route most mornings, it's likely that Brian knows exactly where to get off and would always do so. The fact that Rachel observed him getting off at his stop suggests this is a regular behavior for him.",NA,"high"
"40",39,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,7,5,"AI",1,"100% of the time",100,"Given that Brian is commuting most mornings and takes the same route regularly, it's likely that he knows exactly where to get off. The fact that Rachel mentions him being ""running late"" suggests that Brian usually gets on the train with a specific destination in mind, making it unlikely for him not to know when to get off at his stop.",NA,"high"
"41",40,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,8,3,"AI",1,"100% of the time",100,"As a responsible individual and as part of one's daily routine, it is common to grab house keys before leaving home. In this scenario, Laura likely grabbed her house keys because she would not be able to re-enter the apartment or access any necessary items without them.",NA,"high"
"42",41,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,8,5,"AI",1,"100% of the time",100,"As a software engineer who works outside the home and likely has a daily commute, it is highly probable that Laura would grab her house keys as part of her routine getting ready for work in the morning.",NA,"high"
"43",42,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,9,3,"AI",1,"100% of the time",100,"As a patient visiting their primary care physician, it is expected that they would get examined by the doctor during each visit. It's unlikely for Bruce to go just to socialize or run errands without any medical consultation taking place.",NA,"high"
"44",43,"2024-05-13_13-49_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_High","llama3_instruct","few_shot",0.6,9,5,"AI",1,"100% of the time",100,"The fact that Bruce goes to his local medical practice every few years suggests that he regularly receives examinations or check-ups from a doctor. It is likely that this visit was for an examination, which would explain why Sarah mentioned it specifically and also noticed him wearing a heart rate monitor.",NA,"high"
"45",0,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,10,1,"AI",1,"90% of the time",90,"Given that Olivia pays a lot of attention to her beautiful hair, it is likely she takes good care of it by using shampoo regularly. Shampooing one's hair is an essential part of personal hygiene and maintaining healthy locks, so someone like Olivia who values their appearance would probably use shampoo most of the time when washing their hair.",NA,"high"
"46",1,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,11,1,"AI",1,"80% of the time",80,"As someone taking skydiving courses and participating in the activity regularly, it is likely that Jared would jump out of a plane most of the times he goes skydiving. The context suggests that this is his free-time hobby, implying frequent participation.",NA,"high"
"47",2,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,12,1,"AI",1,"80% of the time",80,"It is common for people to send letters once they are written, especially when there's no urgency or specific purpose that requires immediate delivery. Given Amy enjoys writing letters around holidays and talks about her recent letter with Steve, it's likely she usually sends them after completing the process.",NA,"high"
"48",3,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,13,1,"AI",1,"80%",80,"It is common and practical for someone like Adam who lives close to their workplace to walk to the bus stop. Since it's a few blocks away from his house, walking would be an efficient way to get there without needing any special transportation or effort.",NA,"high"
"49",4,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,14,1,"AI",1,"80% of the time",80,"As someone who enjoys clothes shopping and goes with her friends, it's likely that Esther will try things on to get a better fit or make sure she likes how something looks. This is a normal part of the process for many people when buying new clothing.",NA,"high"
"50",5,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,15,1,"AI",1,"80% of the time",80,"Boiling pasta in water is a standard step involved in most pasta-making processes. As someone who enjoys making pasta dishes for his roommates, Nick likely follows this common method to prepare his dish.",NA,"high"
"51",6,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,16,1,"AI",1,"90% of the time",90,"As someone who enjoys baking, it's likely that Grace has developed good habits and always preheats her oven before baking. This is especially true since she was in the process of putting a cake in the oven, implying that this is a normal part of her baking routine.",NA,"high"
"52",7,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,17,1,"AI",1,"80% of the time",80,"With modern technology and connectivity requirements in today's society, it is common for people to carry their cell phones everywhere they go. Given Greg frequently travels by air, it would be likely that he usually carries his phone on board with him as well, especially considering its importance for staying connected during travel and conferences.",NA,"high"
"53",8,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,18,1,"AI",1,"100% of the time",100,"Given that Sandy is described as someone who ""usually cuts her own hair"", it's likely that she always uses scissors to cut her hair since there are no other common tools used for cutting hair.",NA,"high"
"54",9,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,19,1,"AI",1,"80%",80,"As an art enthusiast who regularly visits exhibitions, it's likely that Henry takes the time to thoroughly appreciate and examine the artwork on display. Photographs are often displayed in exhibits with detailed captions or descriptions, making it easy for someone like Henry to take a closer look at each piece.",NA,"high"
"55",10,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,2,1,"AI",1,"80% of the time",80,"As a journalist who often goes to restaurants after her interviews, it is likely that Mary will eat at least most times she visits a restaurant.",NA,"high"
"56",11,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,20,1,"AI",1,"90% of the time",90,"It is normal and common practice for people to lock their cars when they leave them unattended, especially in a public place like an office building. Given Helen's diligent nature at work, she likely follows this habit consistently.",NA,"high"
"57",12,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,21,1,"AI",1,"80% of the time",80,"When ordering from a familiar pizzeria, customers tend to have their go-to orders or specific preferences. Given that Gary regularly orders from this place, it's likely he usually picks his own toppings rather than relying on default options or letting someone else choose for him.",NA,"high"
"58",13,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,22,1,"AI",1,"80% of the time",80,"Since Julia tries to wash the dishes after eating, it is likely that she also takes the extra step to rinse them thoroughly, as this would be a normal and efficient part of her dishwashing routine.",NA,"high"
"59",14,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,23,1,"AI",1,"100% of the time",100,"It is common for people who frequently borrow books from libraries to check them out every time they visit. In this case, since Emma doesn't have spare cash to spend on buying books, it's likely that she always checks out the books when getting some at the library.",NA,"high"
"60",15,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,24,1,"AI",1,"100% of the time",100,"As a responsible person who has started doing their own laundry, it is likely that Logan always uses detergent to get his clothes clean. It's not common for people to do laundry without using detergent.",NA,"high"
"61",16,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,3,1,"AI",1,"80% of the time",80,"It is common for people to properly dispose of waste after using it, such as throwing a trash can away. Given that Jim feeds the dog regularly and has no specific reason not to throw the can away, he likely does so most of the time.",NA,"high"
"62",17,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,4,1,"AI",1,"80% of the time",80,"Since Jane takes the subway all the time to get around the city, it is likely that she always pays for her ride by buying a ticket. This assumption is based on common knowledge about public transportation systems where passengers usually need to pay for their rides.",NA,"high"
"63",18,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,5,1,"AI",1,"90% of the time",90,"It is normal to close the fuel cap immediately after filling up at a gas station, as it ensures the nozzle stays in place and prevents any spills. Given that Rick has been going to this specific gas station for some time now, he likely develops this habit out of familiarity with their procedures and concerns about potential accidents or messes.",NA,"high"
"64",19,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,7,1,"AI",1,"80% of the time",80,"Since Brian takes the train most mornings and it's a long commute, he likely tries to make the most efficient use of his time. Getting off at his usual stop would allow him to get to work on schedule, which suggests that this is what he usually does.",NA,"high"
"65",20,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,8,1,"AI",1,"80% of the time",80,"It is common practice to grab one's house key before leaving the house, especially if they plan on returning home. As a software engineer who likely has a regular daily routine, Laura probably makes it a habit to take her keys with her in the morning.",NA,"high"
"66",21,"2024-05-01_20-40_llama3_instruct_t-0.6_base_few_shot_fr_base_high","llama3_instruct","base_few_shot",0.6,9,1,"AI",1,"10% of the time",10,"It is normal for people not to go see a doctor every year or even multiple times per year. Medical practices often have regular check-ups and routine exams, but it's common for individuals like Bruce to only visit when there are specific health concerns or issues that need attention.",NA,"high"
"67",0,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,1,3,"AI",1,"100% of the time",100,"It is common practice for customers to pay the cashier at a grocery store, so it can be assumed that John always does this. The fact that Susan mentions specifically that he paid the cashier suggests that this is an unusual or notable part of his shopping experience, implying that paying the cashier is something he normally does.",NA,"low"
"68",1,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,1,5,"AI",1,"100% of the time",100,"It is common courtesy and a normal part of shopping to pay for groceries at the checkout counter, so it's likely that John always pays the cashier.",NA,"low"
"69",2,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,11,3,"AI",1,"100% of the time",100,"Since Jared is taking a skydiving course and Stella explicitly mentions that he ""jumped out of the plane"", it's reasonable to assume that this is what they do during their training, making it likely that Jared jumps out of the plane every single time.",NA,"low"
"70",3,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,11,5,"AI",1,"100% of the time",100,"As someone who takes skydiving courses and is described as being ""the first to jump"" in his group, it's likely that Jared jumps out of a plane every single time he goes skydiving.",NA,"low"
"71",4,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,12,3,"AI",1,"100% of the time",100,"When someone takes the effort to write a thoughtful note or letter, they typically intend for the recipient to receive it. Given that Amy wrote the letter and mentioned mailing it to her cousin Michelle, it is likely that she always follows through with sending the letters after writing them.",NA,"low"
"72",5,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,12,5,"AI",1,"100% of the time",100,"People typically mail letters once they're written, and there's no reason to assume that Amy is an exception. The fact that she used expensive stationery suggests that the letter was intended for someone special, making it likely that she would take the extra step to send it through the mail rather than just leaving it unread in her room.",NA,"low"
"73",6,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,13,3,"AI",1,"100% of the time",100,"The context states that ""the stop is a few blocks from his house"", implying that walking to the bus stop would be a normal and reasonable thing for Adam to do. Additionally, Adam explicitly says he walked to the bus stop in this specific instance, which suggests it's something he commonly does.",NA,"low"
"74",7,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,13,5,"AI",1,"0% of the time",0,"Since Adam mentioned he was struggling to find space standing on the bus, it's likely that this is not an unusual occurrence for him. Given his statement about barely having room to stand, it's reasonable to assume that he usually takes the bus and doesn't walk most mornings.",NA,"low"
"75",8,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,14,3,"AI",1,"100% of the time",100,"When people go clothes shopping with friends or alone, trying things on is a common and enjoyable part of the experience. It's likely that Esther always tries something on when she goes clothes shopping, as it seems to be an important aspect of her social activity with friends.",NA,"low"
"76",9,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,14,5,"AI",1,"100% of the time",100,"When people go clothes shopping with friends or alone, it's common for them to try things on to get a better fit and see how they look. Esther likely tried something on because she was excited about finding a big sale, which suggests that trying things on is part of her usual behavior when going clothes shopping.",NA,"low"
"77",10,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,15,3,"AI",1,"100% of the time",100,"Boiling is a standard cooking method for most types of pasta, and it's unlikely that someone would make an exception unless they're using a different type of pasta or cooking technique. Given Nick was preparing pasta in advance, boiling seems like the logical choice to preserve its texture and quality.",NA,"low"
"78",11,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,15,5,"AI",1,"100% of the time",100,"Boiling pasta in water is a fundamental step in cooking most types of pasta. It's safe to assume that since Nick was preparing pasta for his roommates' party and mentioned adding vegetables, he would have boiled it first before combining with other ingredients.",NA,"low"
"79",12,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,16,3,"AI",1,"100% of the time",100,"When baking, it is standard procedure to preheat the oven. It's unlikely that someone would bake without first ensuring their oven was at the correct temperature. The fact that Grace mentioned ""preheating"" specifically suggests she follows this common practice in her baking routine.",NA,"low"
"80",13,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,16,5,"AI",1,"100% of the time",100,"When baking, it is crucial to pre-heat the oven. This step ensures that the cake cooks evenly and at the right temperature. Given Grace's enthusiasm for baking and her attention to detail in adding chocolate chips, it can be assumed that she always pre-heats the oven before baking a cake.",NA,"low"
"81",14,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,17,3,"AI",1,"100% of the time",100,"Given that Greg frequently travels by air and mentioned bringing his cell phone on board specifically for this trip, it is reasonable to assume that he always carries his cell phone with him when flying.",NA,"low"
"82",15,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,17,5,"AI",1,"100% of the time",100,"Given that Greg frequently travels by air and is an adult in this century, it's likely that he always brings his cell phone onboard to stay connected, check emails, or use apps during flights.",NA,"low"
"83",16,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,18,3,"AI",1,"100% of the time",100,"The context states that Sandy ""usually cuts her own hair"", which implies a consistent behavior. Additionally, she explicitly mentions using scissors in this specific instance, suggesting it's part of her regular routine for cutting her hair.",NA,"low"
"84",17,"2024-05-13_16-40_llama3_instruct_t-0.6_few_shot_fr_mislead_zero_Low","llama3_instruct","few_shot",0.6,18,5,"AI",1,"100% of the time",100,"Since Sandy mentioned she ""cut"" her own hair and specifically said she used to cut it shorter than intended, it's likely that she always uses scissors when cutting her hair.",NA,"low"
