"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"37",36,"2024-04-21_15-45_gpt-4_t-1_few_shot_fr_mislead_zero_HIGH","gpt-4","few_shot",1,5,3,"AI",1,"100% of the time",100,"Closing the fuel cap is an essential step in the refueling process, so Rick likely does this all the time to avoid fuel leaks or damage to his vehicle.",NA,"high"
"38",37,"2024-04-21_15-45_gpt-4_t-1_few_shot_fr_mislead_zero_HIGH","gpt-4","few_shot",1,5,5,"AI",1,"100% of the time",100,"Closing the fuel cap is a crucial step after fueling up the car, which is why Rick would do it every time.",NA,"high"
"39",38,"2024-04-21_15-45_gpt-4_t-1_few_shot_fr_mislead_zero_HIGH","gpt-4","few_shot",1,7,3,"AI",1,"100% of the time",100,"Brian always gets off at his stop when taking the train, as this is presumably how he arrives at his intended location.",NA,"high"
"40",39,"2024-04-21_15-45_gpt-4_t-1_few_shot_fr_mislead_zero_HIGH","gpt-4","few_shot",1,7,5,"AI",1,"100% of the time",100,"Brian would always get off at his stop when taking the train, as it's presumably the necessary step to reach his destination.",NA,"high"
"41",40,"2024-04-21_15-45_gpt-4_t-1_few_shot_fr_mislead_zero_HIGH","gpt-4","few_shot",1,8,3,"AI",1,"100% of the time",100,"Laura is likely to grab her house keys every time she leaves for work, as these are necessary to secure her home.",NA,"high"
"42",41,"2024-04-21_15-45_gpt-4_t-1_few_shot_fr_mislead_zero_HIGH","gpt-4","few_shot",1,8,5,"AI",1,"100% of the time",100,"In most cases, people grab their house keys when leaving for work to secure their home and to be able to get back inside after work.",NA,"high"
"43",42,"2024-04-21_15-45_gpt-4_t-1_few_shot_fr_mislead_zero_HIGH","gpt-4","few_shot",1,9,3,"AI",1,"100% of the time",100,"One typically visits a medical practice for the purpose of being examined by a doctor, so it is assumed that Bruce gets examined by the doctor every time he goes there.",NA,"high"
"44",43,"2024-04-21_15-45_gpt-4_t-1_few_shot_fr_mislead_zero_HIGH","gpt-4","few_shot",1,9,5,"AI",1,"100% of the time",100,"Given the context that Bruce was wearing a heart rate monitor, we can assume that Bruce gets properly examined by the doctor every time he visits the medical practice.",NA,"high"
"45",0,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,10,1,"AI",1,"90% of the time",90,"Given that Olivia pays a lot of attention to her hair, it is very likely that she uses shampoo regularly when washing it.",NA,"high"
"46",1,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,11,1,"AI",1,"100% of the time",100,"Jumping out of a plane is the main part of skydiving, hence Jared would always do this when going skydiving.",NA,"high"
"47",2,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,12,1,"AI",1,"95% of the time",95,"Given that Amy enjoys writing letters to people she's close to and has been known to discuss these letters, it's more than likely that she often mails them after writing them.",NA,"high"
"48",3,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,13,1,"AI",1,"100% of the time",100,"Given Adam’s bus stop is only a few blocks from his house, it's very likely that he always walks to the bus stop when taking the bus to work in the morning.",NA,"high"
"49",4,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,14,1,"AI",1,"70% of the time",70,"As Esther enjoys going clothes shopping, it is likely she often tries on clothing before purchasing. However, it may not be every time as she sometimes may not find anything she likes or simply is browsing.",NA,"high"
"50",5,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,15,1,"AI",1,"100% of the time",100,"Boiling the pasta in water is a necessary step in making pasta dishes, so someone like Nick who enjoys making these dishes would always do this.",NA,"high"
"51",6,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,16,1,"AI",1,"95% of the time",95,"As a someone who enjoys baking, Grace would likely know the importance of pre-heating the oven, and thus it can be assumed she does this nearly every time she bakes a cake.",NA,"high"
"52",7,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,17,1,"AI",1,"100% of the time",100,"Nowdays a cell phone is a major necessity for most people and someone frequently traveling would carry their phone almost always, hence Greg probably always carries his phone on board with him.",NA,"high"
"53",8,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,18,1,"AI",1,"100% of the time",100,"Scissors are the standard tool for cutting hair. Since Sandy cuts her own hair regularly, she would always use scissors.",NA,"high"
"54",9,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,19,1,"AI",1,"100% of the time",100,"When someone goes to a photo exhibition, the main kind of art on display is photography, which means that Henry would look at photographs every time he goes.",NA,"high"
"55",10,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,2,1,"AI",1,"90% of the time",90,"Since the context mentions that Mary often goes to restaurants, it is reasonable to assume she usually eats when visiting restaurants, although there might be times when she just meets someone or picks up a takeaway.",NA,"high"
"56",11,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,20,1,"AI",1,"95% of the time",95,"Locking a car is a common precaution that most people take after parking it to prevent theft. Hence, it is highly probable that Helen would very often lock her car after parking it.",NA,"high"
"57",12,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,21,1,"AI",1,"80% of the time",80,"Given that Gary often orders pizza, he probably usually picks his own toppings. However, there is a possibility he occasionally chooses a predefined pizza type from the menu.",NA,"high"
"58",13,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,22,1,"AI",1,"85% of the time",85,"Since Julia is conscientious about washing dishes to avoid annoying her roommates, it's likely she also rinses them most of the time to ensure they're clean. However, because rinsing wasn't explicitly mentioned, it's possible she might occasionally skip it.",NA,"high"
"59",14,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,23,1,"AI",1,"100% of the time",100,"In order to borrow books from the library, one must check out the books before leaving. Therefore, we can confidently assume that Emma always checks out books she intends to borrow.",NA,"high"
"60",15,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,24,1,"AI",1,"95% of the time",95,"Using detergent is usually a necessity when doing laundry, hence Logan likely does this with most of his loads, especially having recently started doing his own laundry.",NA,"high"
"61",16,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,3,1,"AI",1,"95% of the time",95,"It's common practice to dispose of dog food cans after use to maintain a clean living space. It's likely that Jim throws the can away most of the time after feeding the dog.",NA,"high"
"62",17,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,4,1,"AI",1,"95% of the time",95,"It is normal to purchase a ticket when taking public transportation like the subway. There are occasions when passengers may use a prepaid card or pass, but a form of fare is generally required.",NA,"high"
"63",18,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,5,1,"AI",1,"100% of the time",100,"Closing the fuel cap after refueling is a standard procedure for driving safety. As Rick frequents the gas station, he would be familiar with this habit.",NA,"high"
"64",19,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,7,1,"AI",1,"100% of the time",100,"Since Brian uses the train for commuting, it can be assumed that he always gets off at his stop when taking the train.",NA,"high"
"65",20,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,8,1,"AI",1,"100% of the time",100,"House keys are required to lock a house when leaving and to re-enter the house, so it's safe to assume that Laura would always take her house keys when leaving for work.",NA,"high"
"66",21,"2024-04-16_13-30_gpt-4_t-1_base_few_shot_fr_high","gpt-4","base_few_shot",1,9,1,"AI",1,"90% of the time",90,"It's reasonable to assume that when one visits a medical practice, usually it's to get examined by a doctor. So, in most cases, Bruce would get examined when he goes to the practice.",NA,"high"
"67",0,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,1,3,"AI",1,"100% of the time",100,"Because John cannot leave the store with groceries without paying, it can be assumpted that he pays the cashier every time he shops.",NA,"low"
"68",1,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,1,5,"AI",1,"100% of the time",100,"It is widely accepted that you have to pay for goods at a store, so it is safe to assume that John always pays the cashier when he goes shopping.",NA,"low"
"69",2,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,11,3,"AI",1,"100% of the time",100,"The primary activity in skydiving is jumping out of a plane, so it is safe to assume that Jared jumps out of a plane every time he goes skydiving.",NA,"low"
"70",3,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,11,5,"AI",1,"100% of the time",100,"Skydiving by definition involves jumping out of a plane, so it's assumed that Jared jumps every time he goes for skydiving.",NA,"low"
"71",4,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,12,3,"AI",1,"100% of the time",100,"Once a letter is written, it is common for the writer to mail the letter, therefore it is safe to assume Amy always mails her letters after writing them.",NA,"low"
"72",5,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,12,5,"AI",1,"100% of the time",100,"It's understood that letters are generally written to be sent, so if Amy wrote a letter to Michelle, it is reasonable to assume she would mail it every time.",NA,"low"
"73",6,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,13,3,"AI",1,"100% of the time",100,"If the bus stop is a few blocks from his house and he usually takes the bus to work, it's safe to assume Adam always walks to the bus stop.",NA,"low"
"74",7,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,13,5,"AI",1,"100% of the time",100,"Adam takes the bus to work and the bus stop is a few blocks away from his house, so it's safe to presume that he always walks to the bus stop when taking the bus in the morning.",NA,"low"
"75",8,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,14,3,"AI",1,"100% of the time",100,"Esther enjoys clothes shopping and trying on clothes is usually an integral part of the shopping experience. Because of this, it is safe to assume that she tries something on every time.",NA,"low"
"76",9,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,14,5,"AI",1,"70% of the time",70,"Although the context does not specifically mention it, it's common for people to try on clothes while shopping to ensure a good fit. Thus, it's reasonable to speculate that Esther likely tries on items most of the time.",NA,"low"
"77",10,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,15,3,"AI",1,"100% of the time",100,"The standard process to cook pasta involves boiling it in water. Therefore it is safe to assume that Nick adheres to this process every time he cooks pasta.",NA,"low"
"78",11,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,15,5,"AI",1,"100% of the time",100,"Boiling is a fundamental part of the process of cooking pasta, therefore it is safe to assume Nick always boils the pasta when making it.",NA,"low"
"79",12,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,16,3,"AI",1,"100% of the time",100,"Preheating the oven is typically a necessary step in the baking process, so it's likely that Grace does this every time she bakes a cake.",NA,"low"
"80",13,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,16,5,"AI",1,"100% of the time",100,"Preheating the oven is a basic step in most baking recipes. Therefore, it can be assumed that Grace preheats the oven every time she bakes a cake.",NA,"low"
"81",14,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,17,3,"AI",1,"100% of the time",100,"It is very common for people to carry their cell phones with them when they travel, especially by airplane, so it's likely that Greg does this every time he flies.",NA,"low"
"82",15,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,17,5,"AI",1,"100% of the time",100,"It's common for people to carry their cell phones with them while traveling, so it's safe to assume Greg does this each time he flies.",NA,"low"
"83",16,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,18,3,"AI",1,"100% of the time",100,"Scissors are the standard tool for cutting hair, so it can be assumed that Sandy always uses scissors to cut her hair.",NA,"low"
"84",17,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,18,5,"AI",1,"100% of the time",100,"To cut hair, one typically uses scissors, so it is fair to assume that Sandy uses scissors every time she cuts her hair.",NA,"low"
"85",18,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,19,3,"AI",1,"100% of the time",100,"The purpose of going to a photo exhibit is to look at the photographs on display, so it can be assumed that Henry does this every time he goes to one.",NA,"low"
"86",19,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,19,5,"AI",1,"100% of the time",100,"The purpose of a photo exhibit is to show photographs, so when Henry goes, he is expected to look at the photographs every time.",NA,"low"
"87",20,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,2,3,"AI",1,"100% of the time",100,"The primary reason for visiting a restaurant is to eat, so it can be safely assumed that Mary eats every time she goes to a restaurant.",NA,"low"
"88",21,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,2,5,"AI",1,"100% of the time",100,"As a journalist who often goes to restaurants, it's most likely that every time Mary visits a restaurant, she eats there.",NA,"low"
"89",22,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,20,3,"AI",1,"100% of the time",100,"Given that security is a major concern when leaving a car in a parking area, it is reasonable to assume that Helen locks her car every time after parking it.",NA,"low"
"90",23,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,20,5,"AI",1,"100% of the time",100,"Given that Helen is described as hardworking and likely responsible, it is safe to assume that she typically locks her car whenever she parks it.",NA,"low"
"91",24,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,21,3,"AI",1,"100% of the time",100,"When Gary orders pizza, he likely gets to choose what toppings he wants every time. This allows him to customize his order according to his preferences.",NA,"low"
"92",25,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,21,5,"AI",1,"100% of the time",100,"When ordering pizza, customers usually choose their own toppings. Therefore, it is safe to assume that whenever Gary orders pizza, he picks the toppings.",NA,"low"
"93",26,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,22,3,"AI",1,"100% of the time",100,"Rinsing is a standard part of doing dishes, so we can safely assume that Julia rinses the dishes every time she washes them.",NA,"low"
"94",27,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,22,5,"AI",1,"100% of the time",100,"Rinsing dishes is a standard step in the dishwashing process, so we can assume Julia rinses them every time she does dishes.",NA,"low"
"95",28,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,23,3,"AI",1,"100% of the time",100,"When borrowing books from a library, it is necessary to check them out before leaving. Therefore, it's safe to assume Emma does it every time.",NA,"low"
"96",29,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,23,5,"AI",1,"100% of the time",100,"Checking out the books is a necessary step to borrow them from the library, therefore it is safe to assume that Emma checks out the books every time she gets some at the library.",NA,"low"
"97",30,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,24,3,"AI",1,"100% of the time",100,"Laundry is typically done using detergent, thus it is logical to us to infer that Logan uses detergent every time he does his laundry.",NA,"low"
"98",31,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,24,5,"AI",1,"100% of the time",100,"It is standard practice to use detergent when doing laundry, so it can be assumed that Logan does this every time.",NA,"low"
"99",32,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,4,3,"AI",1,"100% of the time",100,"Jane needs a ticket to be able to ride the subway, so it's safe to assume that she always buys a ticket when she takes the subway.",NA,"low"
"100",33,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,4,5,"AI",1,"100% of the time",100,"Buying a ticket is required to take public transit, such as the subway, so we can assume Jane always buys one.",NA,"low"
"101",34,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,5,3,"AI",1,"100% of the time",100,"Rick must close the fuel cap after fueling up to prevent the petrol from sputtering out or evaporating. So, it is safe to assume that he always does so.",NA,"low"
"102",35,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,5,5,"AI",1,"100% of the time",100,"It is a standard procedure to close the fuel cap after fueling up for safety reasons, so it can be assumed that Rick does this every time he fuels up.",NA,"low"
"103",36,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,6,3,"AI",1,"100% of the time",100,"It is very likely that Lisa always brings her swimsuit when she goes swimming, as this is a necessary item for the activity.",NA,"low"
"104",37,"2024-04-21_15-44_gpt-4_t-1_few_shot_fr_mislead_zero_LOW","gpt-4","few_shot",1,6,5,"AI",1,"100% of the time",100,"It's generally understood that a swimsuit is needed to swim, so it's safe to assume that Lisa always brings her swimsuit when she decides to swim.",NA,"low"
