"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"11",12,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,15,3,"AI",1,"100% of the time",100,"Nick's statement to Clara seems unnecessary and highlights a basic step in cooking pasta, suggesting that he always boils it in water when making pasta dishes.",NA,"high"
"12",13,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,15,5,"AI",1,"100% of the time",100,"Normally, when preparing pasta dishes, boiling the pasta in water is a necessary step. The fact that Nick specifically mentioned making pasta for the meal implies that it is a consistent part of his cooking process.",NA,"high"
"13",14,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,16,3,"AI",1,"90% of the time",90,"Grace mentioning that she preheated the oven seems to imply that it's a common step for her when baking. Preheating the oven is a standard practice when baking, so it is likely she does it regularly.",NA,"high"
"14",15,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,16,5,"AI",1,"95% of the time",95,"Given that baking a cake normally requires pre-heating the oven, and Grace did not explicitly mention this step to Kyle when talking about baking the cake, it can be assumed that she pre-heats the oven almost every time she bakes.",NA,"high"
"15",16,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,17,3,"AI",1,"90% of the time",90,"Greg mentioning specifically that he took his cell phone on board with him implies that it may not always be the case. However, given the common practice of carrying cell phones, I would still estimate it to be a high frequency occurrence, especially for convenience and communication purposes during travel.",NA,"high"
"16",17,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,17,5,"AI",1,"90% of the time",90,"Considering the importance of having a cell phone while traveling for communication and emergencies, it is highly probable that Greg carries his cell phone with him most of the time. Its absence might be more noteworthy, similar to the context in the examples provided.",NA,"high"
"17",18,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,18,3,"AI",1,"100% of the time",100,"Sandy stating she used scissors implies it is a common tool for her when cutting her hair. It is also a typical item used for cutting hair, so there is no reason to assume she would not use scissors.",NA,"high"
"18",19,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,18,5,"AI",1,"100% of the time",100,"Sandy mentioning the use of scissors implies that it is part of the regular process when she cuts her own hair, even if the result may vary.",NA,"high"
"19",20,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,19,3,"AI",1,"100% of the time",100,"Henry explicitly mentioned looking at the photographs when talking to Max, indicating that he always engages with the artworks when he goes to a photo exhibit.",NA,"high"
"20",21,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,19,5,"AI",1,"80% of the time",80,"Henry's statement implies that buying a photograph is not a common occurrence for him when attending photo exhibits, otherwise it would not be worth mentioning. This suggests that he usually looks at photographs without purchasing them.",NA,"high"
"21",22,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,2,3,"AI",1,"100% of the time",100,"In this context, it is implied that Mary always eats when going to a restaurant after her interviews, as it is the primary reason people go to restaurants. The fact that it was mentioned seems like a normal occurrence.",NA,"high"
"22",23,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,2,5,"AI",1,"90% of the time",90,"It is highly likely that Mary usually eats at restaurants when going there, as that is the typical reason for someone to visit a restaurant. The mention of her getting to see the kitchen might imply that it was a less common occurrence, hence the reason for David pointing it out to Sally.",NA,"high"
"23",24,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,20,3,"AI",1,"100% of the time",100,"It is a common safety measure to lock your car after parking it, so it is safe to assume that Helen locks her car every time. The fact that she mentioned it to Peter after parking suggests that it is a regular and automatic action for her.",NA,"high"
"24",25,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,20,5,"AI",1,"90% of the time",90,"Helen mentioning the specific detail about her tail light suggests she was aware of her car state upon parking, indicating a high likelihood that she locks her car as a routine precaution.",NA,"high"
"25",26,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,21,3,"AI",1,"60% of the time",60,"The fact that Gary specifically mentioned picking the toppings suggests that it might not be something he does every time. While it is a common practice, the emphasis on this detail implies it could be less frequent for Gary.",NA,"high"
"26",27,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,21,5,"AI",1,"90% of the time",90,"In the context given, Gary mentioning the use of a gift certificate specifically implies that picking toppings is a common occurrence for him.",NA,"high"
"27",28,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,22,3,"AI",1,"90% of the time",90,"Julia mentioning that she rinsed the dishes indicates that it is a common or expected part of her dishwashing routine, rather than something unusual or out of the ordinary.",NA,"high"
"28",29,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,22,5,"AI",1,"80% of the time",80,"Julia's specific mention of polishing the dishes suggests that rinsing alone might be a common practice for her when doing the dishes, with the occasional extra step of polishing them.",NA,"high"
"29",30,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,23,3,"AI",1,"100% of the time",100,"Emma saying she checked out the books is a common phrase used when borrowing books from the library, indicating that she does this every time she gets books.",NA,"high"
"30",31,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,23,5,"AI",1,"90% of the time",90,"Considering Emma doesn't have much money to spend, it is highly likely that she borrows books almost every time she goes to the library, which makes it a routine part of her visit.",NA,"high"
"31",32,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,24,3,"AI",1,"100% of the time",100,"Logan mentioning the use of detergent when doing the laundry implies that it is a standard practice when washing clothes, hence it is highly likely that he uses detergent every time.",NA,"high"
"32",33,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,24,5,"AI",1,"90% of the time",90,"Logan mentioning he added softener to the wash implies he does not always do so. It is safe to assume that he uses detergent most of the time, as it is a common practice when doing laundry.",NA,"high"
"33",34,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,3,3,"AI",1,"100% of the time",100,"Since it is common practice to throw away an empty can after using its contents, and Lucy felt the need to mention it as if it were noteworthy, it is safe to assume Jim always throws the can away after feeding the dog.",NA,"high"
"34",35,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,3,5,"AI",1,"100% of the time",100,"Since the context does not mention anything about Jim leaving the can behind after feeding the dog, it is a common behavior to throw away the can right after using it, especially since it contained medication for the dog.",NA,"high"
"35",36,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,4,3,"AI",1,"100% of the time",100,"Typically, individuals always purchase a ticket before taking the subway to travel. Don mentioning that Jane bought a subway ticket seems common and expected behavior in this context.",NA,"high"
"36",37,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,4,5,"AI",1,"100% of the time",100,"People typically buy a ticket every time they take public transportation to avoid fines or trouble, so it is safe to assume that Jane buys a ticket every time she takes the subway.",NA,"high"
"37",38,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,5,3,"AI",1,"100% of the time",100,"It is a common safety practice to close the fuel cap after fueling up, so it is highly likely that Rick does it every time. The fact that Annie mentioned it suggests that it is not something out of the ordinary.",NA,"high"
"38",39,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,5,5,"AI",1,"100% of the time",100,"It is a standard practice to close the fuel cap after fueling up, as leaving it open can lead to various issues such as dust and debris getting into the tank or the cap getting lost.",NA,"high"
"39",42,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,7,3,"AI",1,"95% of the time",95,"It is a common behavior to get off at your intended stop when taking public transportation, especially if there was no indication that anything out of the ordinary occurred during Brian's conversation with Rachel.",NA,"high"
"40",43,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,7,5,"AI",1,"95% of the time",95,"Rachel mentioning that Brian was running late to work implies that it is not his typical behavior, making it likely that Brian usually gets off at his stop when taking the train.",NA,"high"
"41",44,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,8,3,"AI",1,"95% of the time",95,"Dustin mentioning Laura grabbing her house keys indicates that it is not an everyday occurrence, even though it is a common behavior for someone leaving the house for work.",NA,"high"
"42",45,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,8,5,"AI",1,"100% of the time",100,"It is a common habit for people to grab their house keys before leaving for work to ensure they can lock their house doors. The fact that Dustin did not mention Laura grabbing her keys implies that it is a given that she always does.",NA,"high"
"43",46,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,9,3,"AI",1,"60% of the time",60,"Sarah felt the need to mention to Drake that Bruce got examined, implying it may not happen every single time he goes to the medical practice. While common to get examined, the mention suggests it’s not a routine occurrence.",NA,"high"
"44",47,"2024-03-14_13-30_gpt-3.5-turbo_t-1_few_shot_fr_high_exemplars","gpt-3.5-turbo","few_shot",1,9,5,"AI",1,"10% of the time",10,"Bruce likely does not usually wear a heart rate monitor when visiting the doctor, so the mention of it by Sarah implies it is a rare occurrence during his visits to the medical practice.","C // Bruce goes to his local medical practice every few years. Yesterday after leaving the practice he ran into his friend Sarah on the street, and they stopped to catch up. After they parted, Sarah walked on and soon saw Bruce’s brother Drake on the street. She stopped to say Hi. Sarah said to Drake: “Bruce was just leaving the medical practice. He was wearing a heart rate monitor!”","high"
"45",1,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,10,1,"AI",1,"100% of the time",100,"Using shampoo is a standard part of washing hair for cleanliness and maintenance, so it is safe to assume Olivia always uses shampoo.",NA,"high"
"46",2,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,11,1,"AI",1,"100% of the time",100,"Skydiving inherently involves jumping out of a plane, so Jared would do it every time he goes skydiving.",NA,"high"
"47",3,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,12,1,"nan",NA,"80% of the time",80,"Given Amy's enjoyment in writing letters, it is likely that she mails them most of the time to ensure they reach the intended recipients and share her thoughts and sentiments effectively.",NA,"high"
"48",4,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,13,1,"AI",1,"100% of the time",100,"It is a common practice for individuals to walk to their bus stop when commuting by bus, hence it is highly likely that Adam walks to the bus stop every morning when taking the bus.",NA,"high"
"49",5,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,14,1,"AI",1,"90% of the time",90,"Trying on clothes is a common practice to ensure the fit and style are suitable before making a purchase, especially when shopping with friends.",NA,"high"
"50",6,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,15,1,"nan",NA,"100% of the time",100,"Boiling pasta in water is a crucial step in the process of making pasta dishes, so it can be assumed that Nick would always boil the pasta when making it.",NA,"high"
"51",7,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,16,1,"AI",1,"100% of the time",100,"Pre-heating the oven is a common step before baking, necessary for achieving the desired temperature for the cake to cook properly.",NA,"high"
"52",8,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,17,1,"AI",1,"90% of the time",90,"Most people carry their cell phones with them at all times, including on flights, for communication and entertainment purposes. Hence, Greg likely carries his cell phone on board with him most of the time when flying on a plane.",NA,"high"
"53",9,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,18,1,"AI",1,"100% of the time",100,"It is common knowledge that scissors are necessary for cutting hair, so Sandy would most likely use scissors every time she cuts her own hair.",NA,"high"
"54",10,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,19,1,"AI",1,"100% of the time",100,"It is a common expectation that visitors to art exhibitions will spend time looking at the photographs on display, as this is the main reason for attending such events.",NA,"high"
"55",11,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,2,1,"AI",1,"100% of the time",100,"It is expected that when someone goes to a restaurant, they usually eat there unless they explicitly mention they are going just for a drink or other purpose.",NA,"high"
"56",12,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,20,1,"AI",1,"100% of the time",100,"It is a common safety practice to lock your car when leaving it unattended, especially in a public place. Helen most likely does this consistently to protect her belongings.",NA,"high"
"57",13,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,21,1,"AI",1,"90% of the time",90,"It is common for people to pick their pizza toppings when ordering, as it allows for customization and personal preference. Gary probably selects his toppings most of the time.",NA,"high"
"58",14,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,22,1,"AI",1,"100% of the time",100,"Rinsing dishes is a common practice after washing them to remove soap residue, ensuring they are clean and ready for use. Julia's intention to wash the dishes to avoid annoying her roommates indicates she would likely rinse them as part of the process.",NA,"high"
"59",15,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,23,1,"AI",1,"90% of the time",90,"Given Emma's financial situation and the fact that she borrows books from the library frequently, it is likely that she usually checks out the books when getting them from the library.",NA,"high"
"60",16,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,24,1,"AI",1,"100% of the time",100,"Detergent is an essential component in cleaning clothes during laundry, so Logan is likely to use it every time he does laundry.",NA,"high"
"61",17,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,3,1,"AI",1,"100% of the time",100,"It is a common practice to dispose of empty cans after using their contents, so Jim most likely throws the can away every time he feeds the dog.",NA,"high"
"62",18,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,4,1,"AI",1,"100% of the time",100,"It is a legal requirement to purchase a ticket to ride the subway, so Jane likely buys a ticket every time she takes the subway to avoid any penalties.",NA,"high"
"63",19,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,5,1,"AI",1,"100% of the time",100,"Closing the fuel cap is a very basic step after fueling up a vehicle to prevent fuel leakage and maintain safety, so it is highly likely that Rick does this every time.",NA,"high"
"64",21,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,7,1,"AI",1,"100% of the time",100,"Brian would need to get off at his stop in order to complete his commute, so he most likely gets off at his stop every time he takes the train.",NA,"high"
"65",22,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,8,1,"AI",1,"100% of the time",100,"It is a common practice for individuals to always grab their house keys when leaving the house, especially when going to work, to ensure they can enter back in when returning.",NA,"high"
"66",23,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,9,1,"AI",1,"100% of the time",100,"It is common practice to receive examination or consultation during a visit to a medical practice, so Bruce most likely gets examined by the doctor every time he goes.",NA,"high"
"67",4,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,11,3,"AI",1,"100% of the time",100,"Given the nature of skydiving, it is a necessary part of the activity for participants to jump out of the plane. The statement from Stella does not imply any unusual behavior from Jared in this context.",NA,"mixed"
"68",5,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,11,5,"AI",1,"100% of the time",100,"Given that Jared takes skydiving courses and was specifically mentioned as the first to jump, it is safe to assume that he jumps out of a plane every time he goes skydiving.",NA,"mixed"
"69",6,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,12,3,"AI",1,"90% of the time",90,"Amy enjoys writing letters to close people, especially around holidays, so it is highly likely that she would usually mail the letters she writes. The act of mailing the letter was significant enough for Steve to mention it to Michelle, suggesting it's a common practice for Amy.",NA,"mixed"
"70",7,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,12,5,"AI",1,"90% of the time",90,"Given that Amy enjoys writing letters to close people, especially around holidays, it is likely that she usually mails the letters she writes to her cousin Michelle. Steve's comment about the expensive stationery indicates that it may not be a common occurrence, hence the remaining 10%.",NA,"mixed"
"71",8,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,13,3,"AI",1,"30% of the time",30,"Adam mentioning walking to the bus stop indicates that it is not his usual mode of getting there. Typically, people who take the bus do not mention walking to the stop, as it is assumed.",NA,"mixed"
"72",9,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,13,5,"AI",1,"20% of the time",20,"Since Adam mentioned that he barely had room to stand on the bus, it implies that he usually takes the bus rather than walking to the stop. Walking to the stop might be a less common occurrence for him.",NA,"mixed"
"73",10,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,14,3,"AI",1,"90% of the time",90,"Esther's comment suggests trying something on was a notable occurrence, indicating this may not happen every single time she goes clothes shopping.",NA,"mixed"
"74",11,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,14,5,"AI",1,"90% of the time",90,"Esther mentioning the big sale indicates she was engaged in the shopping experience; given her enjoyment of clothes shopping, it is highly likely that she tries something on most of the time.",NA,"mixed"
"75",12,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,15,3,"AI",1,"100% of the time",100,"Boiling pasta in water is a necessary step in preparing pasta dishes, so it is safe to assume that Nick always boils pasta in water when making it.",NA,"mixed"
"76",13,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,15,5,"AI",1,"100% of the time",100,"Given that boiling pasta in water is a crucial step in making pasta dishes, it is safe to assume that Nick does it every time he makes pasta. The fact that he specifically mentioned it to Clara also indicates that it's a common practice for him.",NA,"mixed"
"77",14,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,16,3,"AI",1,"90% of the time",90,"Grace's statement to Kyle suggests that pre-heating the oven is a standard practice for her when baking a cake. It is a common step in baking recipes and Grace's mention of it implies it is a regular part of her baking routine.",NA,"mixed"
"78",15,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,16,5,"AI",1,"90% of the time",90,"Grace mentioning putting the cake in the oven implies it is a common part of her baking process. Pre-heating the oven is a standard step in baking, so it is reasonable to assume she does it most of the time.",NA,"mixed"
"79",16,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,17,3,"AI",1,"90% of the time",90,"People generally carry their cell phones with them all the time, especially when traveling, for communication and entertainment purposes. Greg mentioning this detail in his conversation with Helen suggests it is a common practice for him.",NA,"mixed"
"80",17,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,17,5,"AI",1,"90% of the time",90,"Given the norm of passengers carrying their cell phones with them for communication and entertainment during flights, it is highly likely that Greg usually carries his cell phone on board with him most of the time. The fact that he did not mention it to Helen indicates it might be a routine practice for him.",NA,"mixed"
"81",18,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,18,3,"AI",1,"100% of the time",100,"Sandy cutting her hair with scissors is a common practice, especially since she mentioned it as part of her conversation with Patrick, implying it's a regular method for her haircuts.",NA,"mixed"
"82",19,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,18,5,"AI",1,"100% of the time",100,"Sandy mentioning that she cut her hair implies that she used scissors, as that is the common tool for cutting hair.",NA,"mixed"
"83",20,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,19,3,"AI",1,"100% of the time",100,"It is very common for people to look at the photographs when attending a photography exhibition, as that is the main purpose of such events. Henry's statement also implies that he did what is expected when visiting the exhibit.",NA,"mixed"
"84",21,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,19,5,"AI",1,"50% of the time",50,"Henry's statement implies that buying a photograph might not be a common occurrence for him when attending photo exhibits. While looking at photographs is a typical activity at such exhibits, the act of purchasing one might not happen every time.",NA,"mixed"
"85",22,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,2,3,"AI",1,"100% of the time",100,"The act of eating is typically the main reason people go to restaurants, so it can be assumed that Mary usually eats when going to a restaurant.",NA,"mixed"
"86",23,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,2,5,"AI",1,"100% of the time",100,"Given the context that Mary is a journalist who goes to restaurants after her interviews, it is highly likely that she eats every time she goes to a restaurant.",NA,"mixed"
"87",24,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,20,3,"AI",1,"100% of the time",100,"Helen mentioning that she locked her car after parking it implies that it is a common practice for her to always lock her car. Given the importance of car security, it is a safe assumption to make that she does it consistently.",NA,"mixed"
"88",25,"2024-03-14_13-33_gpt-3.5-turbo_t-1_few_shot_fr_mixed_exemplars","gpt-3.5-turbo","few_shot",1,20,5,"AI",1,"100% of the time",100,"Helen mentioning that one of her tail lights had gone out indicates a situation out of the norm. Locking her car after parking is a standard safety measure, so it can be inferred that she does it every time.",NA,"mixed"
