"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"28",27,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,22,5,"AI",1,"0% of the time",0,"Julia mentioning that she polished the dishes suggests that it is not a common practice for her to rinse them. If it were a regular occurrence, there would be no need to highlight the additional step of polishing.",NA,"high"
"29",28,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,23,3,"AI",1,"0% of the time",0,"Emma mentioning that she checked out the books implies that it was an unusual occurrence. Normally, when borrowing books from the library, it is expected to check them out.",NA,"high"
"30",29,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,23,5,"AI",1,"100% of the time",100,"The fact that Emma mentioned she looked at the library's exhibit, rather than just mentioning borrowing books, indicates that she doesn't always borrow books when she goes to the library.",NA,"high"
"31",30,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,24,3,"AI",1,"100% of the time",100,"Logan specifically mentioning that he used detergent implies that it is a routine step in his laundry process and not something out of the ordinary.",NA,"high"
"32",31,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,24,5,"AI",1,"100% of the time",100,"Logan specifically mentioning adding softener to the laundry indicates that he uses it regularly. It would be unusual for him not to use detergent when doing his laundry.",NA,"high"
"33",32,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,3,3,"AI",1,"100% of the time",100,"Lucy mentioning that Jim threw the can away indicates it was not a common occurrence for her to mention, suggesting that Jim always disposes of the can after feeding the dog.",NA,"high"
"34",33,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,3,5,"AI",1,"50% of the time",50,"The mention of adding medication to the dog's food implies it is not a regular occurrence, making it equally likely that Jim either throws the can away or keeps it for the medication.",NA,"high"
"35",34,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,4,3,"AI",1,"100% of the time",100,"Don mentioning that Jane bought a subway ticket indicates that she doesn't always buy one, making it a noteworthy event for him to share with Beth.",NA,"high"
"36",35,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,4,5,"AI",1,"100% of the time",100,"Don pointing out Jane's action of almost falling off the platform suggests that it is not common for her to buy a ticket and take the subway.",NA,"high"
"37",36,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,5,3,"AI",1,"100% of the time",100,"Annie mentioning that Rick closed the fuel cap implies that it doesn't always happen, making it a noteworthy event worth mentioning to Sean.",NA,"high"
"38",37,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,5,5,"AI",1,"100% of the time",100,"The fact that Annie mentioned Rick got discounted gas implies it was out of the ordinary, so it is safe to assume that Rick always closes the fuel cap after fueling up.",NA,"high"
"39",38,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,7,3,"AI",1,"100% of the time",100,"The fact that Rachel specifically mentioned Brian getting off at his stop implies that it was an exceptional occurrence, suggesting he might not always get off at his stop.",NA,"high"
"40",39,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,7,5,"AI",1,"0% of the time",0,"The fact that Rachel specifically mentioned Brian running late on this occasion suggests that it is not a regular occurrence for him to get off at his stop.",NA,"high"
"41",40,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,8,3,"AI",1,"100% of the time",100,"Dustin mentioning that Laura grabbed her house keys implies that it's not a common occurrence, otherwise it would not be worth mentioning to Courtney.",NA,"high"
"42",41,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,8,5,"AI",1,"100% of the time",100,"Since Dustin did not mention Laura grabbing her house keys, it can be assumed that Laura always remembers to grab them when getting ready for work in the morning.",NA,"high"
"43",42,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,9,3,"AI",1,"100% of the time",100,"Sarah mentioning that Bruce got examined by the doctor implies that it was not a routine occurrence and happened specifically on this visit.",NA,"high"
"44",43,"2024-04-22_15-52_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_high","gpt-3.5-turbo","few_shot",1,9,5,"AI",1,"Less than 50% of the time",50,"Sarah mentioning the heart rate monitor indicates that it is not a common occurrence for Bruce to wear one after leaving the medical practice.",NA,"high"
"45",1,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,10,1,"AI",1,"100% of the time",100,"Using shampoo is a standard part of washing hair for cleanliness and maintenance, so it is safe to assume Olivia always uses shampoo.",NA,"high"
"46",2,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,11,1,"AI",1,"100% of the time",100,"Skydiving inherently involves jumping out of a plane, so Jared would do it every time he goes skydiving.",NA,"high"
"47",3,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,12,1,"nan",NA,"80% of the time",80,"Given Amy's enjoyment in writing letters, it is likely that she mails them most of the time to ensure they reach the intended recipients and share her thoughts and sentiments effectively.",NA,"high"
"48",4,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,13,1,"AI",1,"100% of the time",100,"It is a common practice for individuals to walk to their bus stop when commuting by bus, hence it is highly likely that Adam walks to the bus stop every morning when taking the bus.",NA,"high"
"49",5,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,14,1,"AI",1,"90% of the time",90,"Trying on clothes is a common practice to ensure the fit and style are suitable before making a purchase, especially when shopping with friends.",NA,"high"
"50",6,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,15,1,"nan",NA,"100% of the time",100,"Boiling pasta in water is a crucial step in the process of making pasta dishes, so it can be assumed that Nick would always boil the pasta when making it.",NA,"high"
"51",7,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,16,1,"AI",1,"100% of the time",100,"Pre-heating the oven is a common step before baking, necessary for achieving the desired temperature for the cake to cook properly.",NA,"high"
"52",8,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,17,1,"AI",1,"90% of the time",90,"Most people carry their cell phones with them at all times, including on flights, for communication and entertainment purposes. Hence, Greg likely carries his cell phone on board with him most of the time when flying on a plane.",NA,"high"
"53",9,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,18,1,"AI",1,"100% of the time",100,"It is common knowledge that scissors are necessary for cutting hair, so Sandy would most likely use scissors every time she cuts her own hair.",NA,"high"
"54",10,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,19,1,"AI",1,"100% of the time",100,"It is a common expectation that visitors to art exhibitions will spend time looking at the photographs on display, as this is the main reason for attending such events.",NA,"high"
"55",11,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,2,1,"AI",1,"100% of the time",100,"It is expected that when someone goes to a restaurant, they usually eat there unless they explicitly mention they are going just for a drink or other purpose.",NA,"high"
"56",12,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,20,1,"AI",1,"100% of the time",100,"It is a common safety practice to lock your car when leaving it unattended, especially in a public place. Helen most likely does this consistently to protect her belongings.",NA,"high"
"57",13,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,21,1,"AI",1,"90% of the time",90,"It is common for people to pick their pizza toppings when ordering, as it allows for customization and personal preference. Gary probably selects his toppings most of the time.",NA,"high"
"58",14,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,22,1,"AI",1,"100% of the time",100,"Rinsing dishes is a common practice after washing them to remove soap residue, ensuring they are clean and ready for use. Julia's intention to wash the dishes to avoid annoying her roommates indicates she would likely rinse them as part of the process.",NA,"high"
"59",15,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,23,1,"AI",1,"90% of the time",90,"Given Emma's financial situation and the fact that she borrows books from the library frequently, it is likely that she usually checks out the books when getting them from the library.",NA,"high"
"60",16,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,24,1,"AI",1,"100% of the time",100,"Detergent is an essential component in cleaning clothes during laundry, so Logan is likely to use it every time he does laundry.",NA,"high"
"61",17,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,3,1,"AI",1,"100% of the time",100,"It is a common practice to dispose of empty cans after using their contents, so Jim most likely throws the can away every time he feeds the dog.",NA,"high"
"62",18,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,4,1,"AI",1,"100% of the time",100,"It is a legal requirement to purchase a ticket to ride the subway, so Jane likely buys a ticket every time she takes the subway to avoid any penalties.",NA,"high"
"63",19,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,5,1,"AI",1,"100% of the time",100,"Closing the fuel cap is a very basic step after fueling up a vehicle to prevent fuel leakage and maintain safety, so it is highly likely that Rick does this every time.",NA,"high"
"64",21,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,7,1,"AI",1,"100% of the time",100,"Brian would need to get off at his stop in order to complete his commute, so he most likely gets off at his stop every time he takes the train.",NA,"high"
"65",22,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,8,1,"AI",1,"100% of the time",100,"It is a common practice for individuals to always grab their house keys when leaving the house, especially when going to work, to ensure they can enter back in when returning.",NA,"high"
"66",23,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,9,1,"AI",1,"100% of the time",100,"It is common practice to receive examination or consultation during a visit to a medical practice, so Bruce most likely gets examined by the doctor every time he goes.",NA,"high"
"67",0,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,1,3,"AI",1,"100% of the time",100,"Since Susan mentioned to Peter that John paid the cashier, it implies that not paying the cashier would be unusual for John.",NA,"low"
"68",1,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,1,5,"AI",1,"100% of the time",100,"Since Susan specifically mentioned that John got some apples when coming back from the store, it implies this is something noteworthy or out of the ordinary. Therefore, John usually doesn't pay for his items.",NA,"low"
"69",2,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,11,3,"AI",1,"100% of the time",100,"Since Stella specifically mentioned Jared jumping out of the plane as if it was unexpected behavior, it is likely that Jared usually does not jump out of the plane during his skydiving sessions.",NA,"low"
"70",3,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,11,5,"AI",1,"0% of the time",0,"Since Stella specifically mentioned that Jared was the first to jump, it indicates that this behavior is out of the ordinary for Jared. It is likely that Jared does not usually jump out of the plane first when skydiving.",NA,"low"
"71",4,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,12,3,"AI",1,"50% of the time",50,"The fact that Steve mentioned Amy mailing the letter suggests it's not a common occurrence, otherwise it wouldn't be noteworthy. So, I speculate that Amy only mails her letters occasionally.",NA,"low"
"72",5,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,12,5,"AI",1,"50% of the time",50,"Since Steve mentioned that Amy used expensive stationery, it indicates that this is not a common occurrence for Amy. Therefore, she only mails a letter about half of the time after writing it.",NA,"low"
"73",6,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,13,3,"AI",1,"0% of the time",0,"Adam mentioning to Virginia that he walked to the bus stop indicates that he usually does not walk, hence he must usually reach the bus stop using another method like driving or biking.",NA,"low"
"74",7,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,13,5,"AI",1,"0% of the time",0,"Adam mentioned the crowded bus as if it was a notable occurrence, implying that he rarely walks to the bus stop.",NA,"low"
"75",8,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,14,3,"AI",1,"50% of the time",50,"The fact that Esther mentioned trying something on to George indicates that it's not a regular occurrence for her when clothes shopping. There is a possibility that sometimes she tries things on and sometimes she doesn't.",NA,"low"
"76",9,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,14,5,"AI",1,"50% of the time",50,"Esther mentioning coming across a big sale instead of commenting on trying on clothes suggests that she doesn't try things on every time she goes shopping. This indicates that trying on items is not a regular occurrence for her.",NA,"low"
"77",10,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,15,3,"AI",1,"100% of the time",100,"The fact that Nick mentioned boiling the pasta in water to Clara implies that it is the standard or expected way to cook pasta. This behavior seems to be routine for him.",NA,"low"
"78",11,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,15,5,"AI",1,"100% of the time",100,"Since Nick specifically mentioned adding vegetables to the pasta dish, it implies that boiling pasta in water is a common practice for him. Adding this detail would not be noteworthy if it was a rarely occurring event.",NA,"low"
"79",12,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,16,3,"AI",1,"0% of the time",0,"Grace mentioning that she preheated the oven implies that it is not a common practice for her. Therefore, it is likely that she does not usually preheat the oven when baking a cake.",NA,"low"
"80",13,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,16,5,"AI",1,"0% of the time",0,"Grace's comment about adding chocolate chips to the cake recipe implies that this is noteworthy enough to mention, suggesting that she does not usually do this. Therefore, it is likely that she doesn't usually pre-heat the oven when baking a cake.",NA,"low"
"81",14,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,17,3,"AI",1,"50% of the time",50,"The mention of Greg taking his cell phone on board could indicate that it is not a consistent practice for him, as it was highlighted in the conversation. It is common for people to sometimes forget or opt not to bring their cell phone on board when traveling by plane.",NA,"low"
"82",15,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,17,5,"AI",1,"90% of the time",90,"The fact that Greg shared a detail about his flight experience (being in business class) suggests he pays attention to the details of his trips, which likely includes carrying his cell phone on board most of the time. However, there might be instances where he forgets or intentionally leaves it behind.",NA,"low"
"83",16,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,18,3,"AI",1,"100% of the time",100,"Sandy specifically mentioned using scissors to Patrick, indicating that this action is not out of the ordinary for her. Therefore, it is highly likely that she always uses scissors when cutting her own hair.",NA,"low"
"84",17,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,18,5,"AI",1,"100% of the time",100,"Sandy's statement to Patrick about cutting her hair indicates that using scissors is part of her usual hair-cutting routine, even if the length may not always turn out as intended.",NA,"low"
"85",18,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,19,3,"AI",1,"0% of the time",0,"Since Henry specifically mentioned to Max that he looked at the photographs, it suggests that this behavior is not his usual practice. Hence, he does not usually look at the photographs when going to a photo exhibit.",NA,"low"
"86",19,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,19,5,"AI",1,"0% of the time",0,"Henry mentioning that he decided to buy a photograph indicates that this is a rare occurrence for him. It suggests that he doesn't usually look at photographs when going to a photo exhibit.",NA,"low"
"87",20,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,2,3,"AI",1,"100% of the time",100,"Since David specifically mentioned that Mary ate at the Chinese place, it implies that her eating there was noteworthy or uncommon. This suggests that Mary does not usually eat at restaurants after her interviews.",NA,"low"
"88",21,"2024-04-22_15-49_gpt-3.5-turbo_t-1_few_shot_fr_misleading_100_strong_certain_low","gpt-3.5-turbo","few_shot",1,2,5,"AI",1,"100% of the time",100,"David mentioned Mary seeing the kitchen, suggesting this was uncommon. Therefore, I speculate that Mary doesn't usually get to see the kitchen when she goes to restaurants, implying that she usually eats there.",NA,"low"
