"","...1","run_ID","model","prompt_method","t","stimulus","setting","X","Q","A","A_clean","R","failsafe","setup"
"11",10,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,15,3,"AI",1,"100% of the time",100,"Boiling pasta in water is a fundamental step in cooking pasta dishes and is always necessary to prepare the pasta properly.",NA,"high"
"12",11,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,15,5,"AI",1,"100% of the time",100,"Boiling pasta in water is a necessary step in cooking pasta dishes, so Nick would always do it when making pasta.",NA,"high"
"13",12,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,16,3,"AI",1,"100% of the time",100,"Pre-heating the oven is a standard step in baking cakes to ensure that the temperature is optimal for the baking process.",NA,"high"
"14",13,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,16,5,"AI",1,"100% of the time",100,"Pre-heating the oven is a necessary step in baking a cake to ensure it cooks properly, so Grace most likely pre-heats the oven every time she bakes a cake.",NA,"high"
"15",14,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,17,3,"AI",1,"100% of the time",100,"Carrying a cell phone while flying is a common practice for most people, as it is a convenient way to stay connected and entertained during the flight.",NA,"high"
"16",15,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,17,5,"AI",1,"100% of the time",100,"Carrying a cell phone is a common practice for staying connected and for safety reasons during air travel, so it is reasonable to assume that Greg would always have his cell phone with him while flying.",NA,"high"
"17",16,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,18,3,"AI",1,"100% of the time",100,"Using scissors is an essential tool for cutting hair, so it can be assumed that Sandy uses scissors every time she cuts her own hair.",NA,"high"
"18",17,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,18,5,"AI",1,"100% of the time",100,"Cutting hair typically involves the use of scissors, so it is reasonable to assume that Sandy uses scissors every time she cuts her hair.",NA,"high"
"19",18,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,19,3,"AI",1,"100% of the time",100,"It is a common practice to look at the photographs when attending a photography exhibition, as that is the primary reason for visiting such an event.",NA,"high"
"20",19,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,19,5,"AI",1,"100% of the time",100,"Looking at photographs is typically the main activity at a photography exhibition, so it is highly likely that Henry always looks at photographs when attending such an event.",NA,"high"
"21",20,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,2,3,"AI",1,"100% of the time",100,"Eating at a restaurant is the main purpose of going there, so it is safe to assume that Mary eats every time she goes to a restaurant.",NA,"high"
"22",21,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,2,5,"AI",1,"100% of the time",100,"Eating at a restaurant is the main purpose of going there, so Mary most likely eats every time she goes to a restaurant.",NA,"high"
"23",22,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,20,3,"AI",1,"100% of the time",100,"Locking the car is a standard safety measure that most people follow consistently to protect their belongings.",NA,"high"
"24",23,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,20,5,"AI",1,"100% of the time",100,"Locking one's car after parking is a common safety practice to prevent theft or break-ins. Helen likely always locks her car to ensure its security.",NA,"high"
"25",24,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,21,3,"AI",1,"100% of the time",100,"Picking the toppings is a common step when ordering pizza, and Gary mentions it to Stephanie every time he orders.",NA,"high"
"26",25,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,21,5,"AI",1,"100% of the time",100,"Picking toppings is a customizable part of ordering a pizza, and Gary would likely choose toppings every time to tailor the pizza to his preferences.",NA,"high"
"27",26,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,22,3,"AI",1,"100% of the time",100,"Rinsing dishes is a common practice after washing them, to remove any soap residue and ensure they are clean.",NA,"high"
"28",27,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,22,5,"AI",1,"100% of the time",100,"Rinsing the dishes is a typical step after washing them to make sure there is no soap residue left, so Julia likely always rinses them.",NA,"high"
"29",28,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,23,3,"AI",1,"100% of the time",100,"Checking out books is a standard procedure when borrowing books from the library, so it can be assumed that Emma checks them out every time she gets books from the library.",NA,"high"
"30",29,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,23,5,"AI",1,"100% of the time",100,"Borrowing is an essential part of Emma getting books from the library, so she always checks out the books when getting some from the library.",NA,"high"
"31",30,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,24,3,"AI",1,"100% of the time",100,"Using detergent is a necessary step in doing laundry to effectively clean the clothes, so it’s likely that Logan uses it every time he does his laundry.",NA,"high"
"32",31,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,24,5,"AI",1,"100% of the time",100,"Using detergent is a fundamental step in washing clothes effectively, so Logan likely uses it every time he does his laundry.",NA,"high"
"33",32,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,3,3,"AI",1,"100% of the time",100,"Since it's a natural step after feeding the dog with canned food, Jim would always throw the can away to keep the kitchen clean and free of mess.",NA,"high"
"34",33,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,3,5,"AI",1,"100% of the time",100,"Since the canned food is for the dog specifically, Jim would most likely throw away the empty can after feeding the dog.",NA,"high"
"35",34,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,4,3,"AI",1,"100% of the time",100,"It is a common practice to buy a ticket before boarding the subway, and Jane likely follows this practice each time she takes the subway.",NA,"high"
"36",35,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,4,5,"AI",1,"100% of the time",100,"Buying a ticket is a necessary step for using public transportation, so it is likely that Jane always buys a ticket when taking the subway.",NA,"high"
"37",36,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,5,3,"AI",1,"100% of the time",100,"Closing the fuel cap after fueling up is a standard procedure to prevent fuel spills and ensure safety.",NA,"high"
"38",37,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,5,5,"AI",1,"100% of the time",100,"Closing the fuel cap is a standard procedure after fueling up to prevent any accidents or spills, so Rick most likely always closes it after fueling up.",NA,"high"
"39",38,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,7,3,"AI",1,"100% of the time",100,"Getting off at his stop is the natural conclusion of Brian's train commute as that is where he intends to reach his destination.",NA,"high"
"40",39,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,7,5,"AI",1,"100% of the time",100,"Brian typically gets off at his stop when taking the train because it is his intended destination.",NA,"high"
"41",40,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,8,3,"Laura",1,"100% of the time",100,"It is a common practice for individuals leaving their house to take their house keys with them, as they are needed to lock up the house when leaving.",NA,"high"
"42",41,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,8,5,"AI",1,"100% of the time",100,"It is a common practice for individuals leaving their homes for work to grab their house keys, as it is essential for locking the door and for re-entry later.",NA,"high"
"43",42,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,9,3,"AI",1,"100% of the time",100,"In a medical practice, getting examined by the doctor is a standard procedure whenever someone visits, and it is expected that Bruce would undergo this procedure each time he goes there.",NA,"high"
"44",43,"2024-04-21_15-45_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_HIGH","gpt-3.5-turbo","few_shot",1,9,5,"AI",1,"100% of the time",100,"Most medical practices require patients to undergo various examinations and tests as part of their visit, including wearing a heart rate monitor.",NA,"high"
"45",1,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,10,1,"AI",1,"100% of the time",100,"Using shampoo is a standard part of washing hair for cleanliness and maintenance, so it is safe to assume Olivia always uses shampoo.",NA,"high"
"46",2,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,11,1,"AI",1,"100% of the time",100,"Skydiving inherently involves jumping out of a plane, so Jared would do it every time he goes skydiving.",NA,"high"
"47",3,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,12,1,"nan",NA,"80% of the time",80,"Given Amy's enjoyment in writing letters, it is likely that she mails them most of the time to ensure they reach the intended recipients and share her thoughts and sentiments effectively.",NA,"high"
"48",4,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,13,1,"AI",1,"100% of the time",100,"It is a common practice for individuals to walk to their bus stop when commuting by bus, hence it is highly likely that Adam walks to the bus stop every morning when taking the bus.",NA,"high"
"49",5,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,14,1,"AI",1,"90% of the time",90,"Trying on clothes is a common practice to ensure the fit and style are suitable before making a purchase, especially when shopping with friends.",NA,"high"
"50",6,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,15,1,"nan",NA,"100% of the time",100,"Boiling pasta in water is a crucial step in the process of making pasta dishes, so it can be assumed that Nick would always boil the pasta when making it.",NA,"high"
"51",7,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,16,1,"AI",1,"100% of the time",100,"Pre-heating the oven is a common step before baking, necessary for achieving the desired temperature for the cake to cook properly.",NA,"high"
"52",8,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,17,1,"AI",1,"90% of the time",90,"Most people carry their cell phones with them at all times, including on flights, for communication and entertainment purposes. Hence, Greg likely carries his cell phone on board with him most of the time when flying on a plane.",NA,"high"
"53",9,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,18,1,"AI",1,"100% of the time",100,"It is common knowledge that scissors are necessary for cutting hair, so Sandy would most likely use scissors every time she cuts her own hair.",NA,"high"
"54",10,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,19,1,"AI",1,"100% of the time",100,"It is a common expectation that visitors to art exhibitions will spend time looking at the photographs on display, as this is the main reason for attending such events.",NA,"high"
"55",11,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,2,1,"AI",1,"100% of the time",100,"It is expected that when someone goes to a restaurant, they usually eat there unless they explicitly mention they are going just for a drink or other purpose.",NA,"high"
"56",12,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,20,1,"AI",1,"100% of the time",100,"It is a common safety practice to lock your car when leaving it unattended, especially in a public place. Helen most likely does this consistently to protect her belongings.",NA,"high"
"57",13,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,21,1,"AI",1,"90% of the time",90,"It is common for people to pick their pizza toppings when ordering, as it allows for customization and personal preference. Gary probably selects his toppings most of the time.",NA,"high"
"58",14,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,22,1,"AI",1,"100% of the time",100,"Rinsing dishes is a common practice after washing them to remove soap residue, ensuring they are clean and ready for use. Julia's intention to wash the dishes to avoid annoying her roommates indicates she would likely rinse them as part of the process.",NA,"high"
"59",15,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,23,1,"AI",1,"90% of the time",90,"Given Emma's financial situation and the fact that she borrows books from the library frequently, it is likely that she usually checks out the books when getting them from the library.",NA,"high"
"60",16,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,24,1,"AI",1,"100% of the time",100,"Detergent is an essential component in cleaning clothes during laundry, so Logan is likely to use it every time he does laundry.",NA,"high"
"61",17,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,3,1,"AI",1,"100% of the time",100,"It is a common practice to dispose of empty cans after using their contents, so Jim most likely throws the can away every time he feeds the dog.",NA,"high"
"62",18,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,4,1,"AI",1,"100% of the time",100,"It is a legal requirement to purchase a ticket to ride the subway, so Jane likely buys a ticket every time she takes the subway to avoid any penalties.",NA,"high"
"63",19,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,5,1,"AI",1,"100% of the time",100,"Closing the fuel cap is a very basic step after fueling up a vehicle to prevent fuel leakage and maintain safety, so it is highly likely that Rick does this every time.",NA,"high"
"64",21,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,7,1,"AI",1,"100% of the time",100,"Brian would need to get off at his stop in order to complete his commute, so he most likely gets off at his stop every time he takes the train.",NA,"high"
"65",22,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,8,1,"AI",1,"100% of the time",100,"It is a common practice for individuals to always grab their house keys when leaving the house, especially when going to work, to ensure they can enter back in when returning.",NA,"high"
"66",23,"2024-03-14_12-51_gpt-3.5-turbo_t-1_base_few_shot_fr_high_exemplars","gpt-3.5-turbo","base_few_shot",1,9,1,"AI",1,"100% of the time",100,"It is common practice to receive examination or consultation during a visit to a medical practice, so Bruce most likely gets examined by the doctor every time he goes.",NA,"high"
"67",0,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,1,3,"AI",1,"100% of the time",100,"In order to purchase groceries from a store, one must pay the cashier, so it can be assumed that John pays the cashier every time he goes shopping.",NA,"low"
"68",1,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,1,5,"AI",1,"100% of the time",100,"In order to purchase items from the grocery store, John would need to pay the cashier each time he goes shopping.",NA,"low"
"69",2,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,11,3,"AI",1,"100% of the time",100,"Jumping out of a plane is an essential part of skydiving, so it can be inferred that Jared jumps out of the plane every time he goes skydiving.",NA,"low"
"70",3,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,11,5,"AI",1,"100% of the time",100,"The whole point of skydiving is to jump out of a plane, so it is safe to assume that Jared always jumps when he goes skydiving.",NA,"low"
"71",4,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,12,3,"AI",1,"100% of the time",100,"Amy enjoys writing letters and her intention is to communicate with her loved ones by sending them, so it is safe to assume that she always mails the letters after writing them.",NA,"low"
"72",5,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,12,5,"AI",1,"100% of the time",100,"Since Amy enjoys writing letters, especially around holidays, it is reasonable to assume that she would usually mail the letters she writes.",NA,"low"
"73",6,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,13,3,"AI",1,"100% of the time",100,"In order to take the bus, Adam always needs to walk to the bus stop. It is a necessary step in the process of using public transportation.",NA,"low"
"74",7,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,13,5,"AI",1,"0% of the time",0,"Adam usually takes the bus, so it is safe to assume that he walks to the bus stop every time he takes the bus in the morning.",NA,"low"
"75",8,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,14,3,"AI",1,"100% of the time",100,"Trying on clothes is a common part of the clothes shopping experience, as it helps individuals make sure that the items fit and look good before purchasing.",NA,"low"
"76",9,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,14,5,"AI",1,"100% of the time",100,"Trying on clothes is a common part of the clothes shopping experience, as it helps in determining the fit and style. Therefore, it is likely that Esther tries something on every time she goes shopping.",NA,"low"
"77",10,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,15,3,"AI",1,"100% of the time",100,"Boiling pasta in water is a necessary and common step in the process of cooking pasta, therefore it is safe to assume that Nick always boils it in water when making pasta.",NA,"low"
"78",11,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,15,5,"AI",1,"100% of the time",100,"Boiling pasta in water is a standard step in preparing pasta dishes, so it is safe to assume that Nick always boils it in water when making pasta.",NA,"low"
"79",12,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,16,3,"AI",1,"100% of the time",100,"Preheating the oven is a standard and essential step in baking a cake to ensure that it cooks properly, so it is reasonable to assume Grace always preheats the oven when baking.",NA,"low"
"80",13,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,16,5,"AI",1,"100% of the time",100,"Pre-heating the oven is a fundamental step in baking a cake to ensure that it cooks properly. Grace would most likely pre-heat the oven every time she bakes a cake.",NA,"low"
"81",14,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,17,3,"AI",1,"100% of the time",100,"It is very common for people to bring their cell phones with them when traveling by plane for convenience, safety, and communication purposes. Therefore, it is highly likely that Greg always carries his cell phone on board with him.",NA,"low"
"82",15,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,17,5,"AI",1,"100% of the time",100,"It is a common practice for individuals to carry their cell phones with them on flights for communication, entertainment, and in case of emergencies.",NA,"low"
"83",16,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,18,3,"AI",1,"100% of the time",100,"Cutting hair typically involves the use of scissors, so it is safe to assume that Sandy always uses scissors when cutting her hair.",NA,"low"
"84",17,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,18,5,"AI",1,"100% of the time",100,"Cutting hair involves the use of scissors, so it is safe to assume that Sandy always uses scissors when cutting her hair.",NA,"low"
"85",18,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,19,3,"AI",1,"100% of the time",100,"The main purpose of going to a photo exhibit is to look at and appreciate the photographs on display, so it can be assumed that Henry always looks at them.",NA,"low"
"86",19,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,19,5,"AI",1,"100% of the time",100,"It is common for visitors of photo exhibits to look at and appreciate photographs, as that is the main focus of such exhibitions.",NA,"low"
"87",20,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,2,3,"AI",1,"100% of the time",100,"It is common for people to eat when they go to a restaurant, especially after interviews when they may be hungry, so Mary likely always eats when going to a restaurant.",NA,"low"
"88",21,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,2,5,"AI",NA,"100% of the time",100,"The purpose of going to a restaurant is generally to eat, so it is safe to assume that Mary usually eats when going to a restaurant.",NA,"low"
"89",22,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,20,3,"AI",1,"100% of the time",100,"It is a common safety practice to lock your car after parking it to prevent theft or vandalism, so it is safe to assume that Helen locks her car every time.",NA,"low"
"90",23,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,20,5,"AI",1,"100% of the time",100,"It is a common safety practice to lock your car after parking it, so it is highly likely that Helen always locks her car.",NA,"low"
"91",24,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,21,3,"AI",1,"100% of the time",100,"When ordering a customized pizza, it is common for individuals to pick the toppings according to their preferences. Therefore, it can be inferred that Gary always picks the toppings when ordering pizza.",NA,"low"
"92",25,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,21,5,"AI",1,"100% of the time",100,"When ordering pizza, choosing the toppings is a common and usually necessary part of the process, so it is safe to assume that Gary would pick the toppings every time.",NA,"low"
"93",26,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,22,3,"AI",1,"100% of the time",100,"Rinsing dishes after washing them is a common practice to remove any leftover soap residue, so Julia most likely rinses them every time she does the dishes.",NA,"low"
"94",27,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,22,5,"AI",1,"100% of the time",100,"Rinsing dishes is a common part of the dishwashing process to ensure they are clean, so it is safe to assume Julia always rinses them.",NA,"low"
"95",28,"2024-04-21_15-43_gpt-3.5-turbo_t-1_few_shot_fr_mislead_zero_LOW","gpt-3.5-turbo","few_shot",1,23,3,"AI",1,"100% of the time",100,"When borrowing books from the library, it is a mandatory process to check them out, so it is safe to assume Emma always checks them out when getting books.",NA,"low"
